Genus,fold_0,fold_1,fold_2,mean_importance,std_importance
 g__Alloprevotella,0.0065697860536956,0.007962841596206317,0.009351881827223114,0.007961503159041544,0.002416758729210768
 g__Sphingomonas_L_486704,0.008246286473147004,0.00995984085233118,0.0035538125028597234,0.007253313276112644,0.0037385199414755174
 g__Brachybacterium,0.0099034580518502,0.0077912417235609,0.0049905561442236,0.0075617519732116,0.0023249176825722003
 g__Chryseobacterium_A_796612,0.0097369277492338,0.005680169748592799,0.006831274651169901,0.0074161240496655005,0.0017252633457148
 g__Cloacibacterium,0.007752754688709642,0.0035908853895169003,0.0073724429426398,0.0062386943402887,0.0023224857538804
 g__Lactococcus_A_346120,0.008989988771597401,0.0036095037409251,0.0051819728171862995,0.005927155109902899,0.002348682331765
 g__Nocardioides_A_392796,0.00587390547243972,0.005297301907555085,0.0066191077209088,0.005930105033634549,0.0021747656480294534
 g__Pauljensenia,0.0069427046162008465,0.0052363472428619655,0.004494971565293392,0.005558007808118674,0.0018761714616645291
 g__Moraxella_A,0.0072523048826848005,0.0045525700260006866,0.0032656547229009,0.005023509877195496,0.0017488201365787256
 g__Limosilactobacillus,0.0030746673139949,0.003641868309960924,0.0066966479929580006,0.0044710612056378,0.0016733402909139
 g__Escherichia,0.0030370819875126997,0.0034500937581301997,0.0068085668775634,0.0044319142077354,0.0016952415867893
 g__Faecalibacterium,0.003939474497892731,0.0055979005947604295,0.0029113531924856175,0.0041495760950463105,0.0014336002428246423
 g__Abiotrophia,0.0047040099180911,0.0054690829219031,0.0023032741077974998,0.0041587889825972,0.0013528889445243268
 g__Jeotgalicoccus_A_310962,0.0028922685010478,0.0042018477073159,0.004296661747611067,0.0037969259853249,0.0015357868920318001
 g__Brevibacterium,0.005416590066808068,0.002821631139885006,0.003030752193582683,0.0037563244667586193,0.001683969802674418
 g__Chishuiella,0.0029125980432544,0.0030249544492046,0.0055473616571551,0.0038283047165379998,0.0012442947318635198
 g__Exiguobacterium_A,0.0022061895872238,0.0041726521567953,0.003775454132256,0.0033847652920917,0.0011169360677456
 g__Brevundimonas,0.0029717191327019443,0.0028793645715749394,0.004246735098773214,0.0033659396010166536,0.000847149886970697
 g__Bifidobacterium_388775,0.0022691267474614,0.0032900479479764156,0.004101864661335688,0.003220346452257768,0.0010849464369957595
 g__Haemophilus_D_735815,0.00265794318033,0.003009678061799,0.003889595788747,0.0031857390102920003,0.0006193870864814745
